"","sub_region_1","sub_region_2"
"1",NA,NA
"2","Federal District",NA
"3","State of Acre",NA
"4","State of Acre","Brasiléia"
"5","State of Acre","Cruzeiro do Sul"
"6","State of Acre","Epitaciolândia"
"7","State of Acre","Feijó"
"8","State of Acre","Rio Branco"
"9","State of Acre","Sena Madureira"
"10","State of Acre","Senador Guiomard"
"11","State of Acre","Tarauacá"
"12","State of Alagoas",NA
"13","State of Alagoas","Arapiraca"
"14","State of Alagoas","Atalaia"
"15","State of Alagoas","Barra de Santo Antônio"
"16","State of Alagoas","Barra de São Miguel"
"17","State of Alagoas","Boca da Mata"
"18","State of Alagoas","Campo Alegre"
"19","State of Alagoas","Chã Preta"
"20","State of Alagoas","Coruripe"
"21","State of Alagoas","Craíbas"
"22","State of Alagoas","Delmiro Gouveia"
"23","State of Alagoas","Girau do Ponciano"
"24","State of Alagoas","Junqueiro"
"25","State of Alagoas","Limoeiro de Anadia"
"26","State of Alagoas","Maceió"
"27","State of Alagoas","Maragogi"
"28","State of Alagoas","Marechal Deodoro"
"29","State of Alagoas","Matriz de Camaragibe"
"30","State of Alagoas","Messias"
"31","State of Alagoas","Murici"
"32","State of Alagoas","Olho d'Água das Flores"
"33","State of Alagoas","Palmeira dos Índios"
"34","State of Alagoas","Pão de Açúcar"
"35","State of Alagoas","Paripueira"
"36","State of Alagoas","Penedo"
"37","State of Alagoas","Pilar"
"38","State of Alagoas","Piranhas"
"39","State of Alagoas","Porto Calvo"
"40","State of Alagoas","Rio Largo"
"41","State of Alagoas","Santana do Ipanema"
"42","State of Alagoas","São José da Laje"
"43","State of Alagoas","São José da Tapera"
"44","State of Alagoas","São Luís do Quitunde"
"45","State of Alagoas","São Miguel dos Campos"
"46","State of Alagoas","São Sebastião"
"47","State of Alagoas","Satuba"
"48","State of Alagoas","Teotônio Vilela"
"49","State of Alagoas","União dos Palmares"
"50","State of Alagoas","Viçosa"
"51","State of Amapá",NA
"52","State of Amapá","Laranjal do Jari"
"53","State of Amapá","Macapá"
"54","State of Amapá","Oiapoque"
"55","State of Amapá","Santana"
"56","State of Amazonas",NA
"57","State of Amazonas","Boca do Acre"
"58","State of Amazonas","Coari"
"59","State of Amazonas","Humaitá"
"60","State of Amazonas","Iranduba"
"61","State of Amazonas","Itacoatiara"
"62","State of Amazonas","Manacapuru"
"63","State of Amazonas","Manaus"
"64","State of Amazonas","Manicoré"
"65","State of Amazonas","Maués"
"66","State of Amazonas","Parintins"
"67","State of Amazonas","Presidente Figueiredo"
"68","State of Amazonas","Rio Preto da Eva"
"69","State of Amazonas","São Gabriel da Cachoeira"
"70","State of Amazonas","Tabatinga"
"71","State of Amazonas","Tefé"
"72","State of Bahia",NA
"73","State of Bahia","Alagoinhas"
"74","State of Bahia","Alcobaça"
"75","State of Bahia","Amargosa"
"76","State of Bahia","Amélia Rodrigues"
"77","State of Bahia","Aracatu"
"78","State of Bahia","Araci"
"79","State of Bahia","Barra"
"80","State of Bahia","Barra da Estiva"
"81","State of Bahia","Barra do Choça"
"82","State of Bahia","Barreiras"
"83","State of Bahia","Belmonte"
"84","State of Bahia","Belo Campo"
"85","State of Bahia","Bom Jesus da Lapa"
"86","State of Bahia","Brumado"
"87","State of Bahia","Cachoeira"
"88","State of Bahia","Caculé"
"89","State of Bahia","Caetité"
"90","State of Bahia","Cairu"
"91","State of Bahia","Camacan"
"92","State of Bahia","Camaçari"
"93","State of Bahia","Camamu"
"94","State of Bahia","Campo Formoso"
"95","State of Bahia","Canavieiras"
"96","State of Bahia","Candeias"
"97","State of Bahia","Cândido Sales"
"98","State of Bahia","Cansanção"
"99","State of Bahia","Capim Grosso"
"100","State of Bahia","Caravelas"
"101","State of Bahia","Carinhanha"
"102","State of Bahia","Casa Nova"
"103","State of Bahia","Castro Alves"
"104","State of Bahia","Catu"
"105","State of Bahia","Cícero Dantas"
"106","State of Bahia","Cipó"
"107","State of Bahia","Coaraci"
"108","State of Bahia","Conceição da Feira"
"109","State of Bahia","Conceição do Coité"
"110","State of Bahia","Conceição do Jacuípe"
"111","State of Bahia","Conde"
"112","State of Bahia","Condeúba"
"113","State of Bahia","Coração de Maria"
"114","State of Bahia","Correntina"
"115","State of Bahia","Cruz das Almas"
"116","State of Bahia","Curaçá"
"117","State of Bahia","Dias d'Ávila"
"118","State of Bahia","Entre Rios"
"119","State of Bahia","Esplanada"
"120","State of Bahia","Euclides da Cunha"
"121","State of Bahia","Eunápolis"
"122","State of Bahia","Feira de Santana"
"123","State of Bahia","Formosa do Rio Preto"
"124","State of Bahia","Gandu"
"125","State of Bahia","Governador Mangabeira"
"126","State of Bahia","Guanambi"
"127","State of Bahia","Iaçu"
"128","State of Bahia","Ibicaraí"
"129","State of Bahia","Ibicoara"
"130","State of Bahia","Ibicuí"
"131","State of Bahia","Ibirataia"
"132","State of Bahia","Ibotirama"
"133","State of Bahia","Iguaí"
"134","State of Bahia","Ilhéus"
"135","State of Bahia","Inhambupe"
"136","State of Bahia","Ipiaú"
"137","State of Bahia","Ipirá"
"138","State of Bahia","Iraquara"
"139","State of Bahia","Irará"
"140","State of Bahia","Irecê"
"141","State of Bahia","Itabela"
"142","State of Bahia","Itaberaba"
"143","State of Bahia","Itabuna"
"144","State of Bahia","Itacaré"
"145","State of Bahia","Itagibá"
"146","State of Bahia","Itajuípe"
"147","State of Bahia","Itamaraju"
"148","State of Bahia","Itambé"
"149","State of Bahia","Itanhém"
"150","State of Bahia","Itaparica"
"151","State of Bahia","Itapé"
"152","State of Bahia","Itapetinga"
"153","State of Bahia","Itarantim"
"154","State of Bahia","Itatim"
"155","State of Bahia","Itiúba"
"156","State of Bahia","Itororó"
"157","State of Bahia","Ituberá"
"158","State of Bahia","Jacobina"
"159","State of Bahia","Jaguaquara"
"160","State of Bahia","Jaguarari"
"161","State of Bahia","Jequié"
"162","State of Bahia","Jeremoabo"
"163","State of Bahia","João Dourado"
"164","State of Bahia","Juazeiro"
"165","State of Bahia","Laje"
"166","State of Bahia","Lapão"
"167","State of Bahia","Lauro de Freitas"
"168","State of Bahia","Lençóis"
"169","State of Bahia","Livramento de Nossa Senhora"
"170","State of Bahia","Luís Eduardo Magalhaes"
"171","State of Bahia","Macaúbas"
"172","State of Bahia","Madre de Deus"
"173","State of Bahia","Maracás"
"174","State of Bahia","Maragogipe"
"175","State of Bahia","Maraú"
"176","State of Bahia","Mata de São João"
"177","State of Bahia","Medeiros Neto"
"178","State of Bahia","Miguel Calmon"
"179","State of Bahia","Monte Santo"
"180","State of Bahia","Morro do Chapéu"
"181","State of Bahia","Mucuri"
"182","State of Bahia","Muritiba"
"183","State of Bahia","Mutuípe"
"184","State of Bahia","Nazaré"
"185","State of Bahia","Nilo Peçanha"
"186","State of Bahia","Nova Viçosa"
"187","State of Bahia","Paramirim"
"188","State of Bahia","Paripiranga"
"189","State of Bahia","Paulo Afonso"
"190","State of Bahia","Planalto"
"191","State of Bahia","Poções"
"192","State of Bahia","Pojuca"
"193","State of Bahia","Porto Seguro"
"194","State of Bahia","Prado"
"195","State of Bahia","Presidente Tancredo Neves"
"196","State of Bahia","Queimadas"
"197","State of Bahia","Remanso"
"198","State of Bahia","Riachão do Jacuípe"
"199","State of Bahia","Riacho de Santana"
"200","State of Bahia","Ribeira do Pombal"
"201","State of Bahia","Rio Real"
"202","State of Bahia","Ruy Barbosa"
"203","State of Bahia","Salvador"
"204","State of Bahia","Santa Bárbara"
"205","State of Bahia","Santa Cruz Cabrália"
"206","State of Bahia","Santa Maria da Vitória"
"207","State of Bahia","Santa Rita de Cássia"
"208","State of Bahia","Santaluz"
"209","State of Bahia","Santana"
"210","State of Bahia","Santo Amaro"
"211","State of Bahia","Santo Antônio de Jesus"
"212","State of Bahia","Santo Estêvão"
"213","State of Bahia","São Desidério"
"214","State of Bahia","São Felipe"
"215","State of Bahia","São Félix do Coribe"
"216","State of Bahia","São Francisco do Conde"
"217","State of Bahia","São Gonçalo dos Campos"
"218","State of Bahia","São Sebastião do Passé"
"219","State of Bahia","Sapeaçu"
"220","State of Bahia","Seabra"
"221","State of Bahia","Senhor do Bonfim"
"222","State of Bahia","Sento Sé"
"223","State of Bahia","Serra do Ramalho"
"224","State of Bahia","Serrinha"
"225","State of Bahia","Simões Filho"
"226","State of Bahia","Sobradinho"
"227","State of Bahia","Tanhaçu"
"228","State of Bahia","Teixeira de Freitas"
"229","State of Bahia","Tucano"
"230","State of Bahia","Uauá"
"231","State of Bahia","Ubaitaba"
"232","State of Bahia","Ubatã"
"233","State of Bahia","Una"
"234","State of Bahia","Uruçuca"
"235","State of Bahia","Valença"
"236","State of Bahia","Valente, Bahia"
"237","State of Bahia","Vera Cruz"
"238","State of Bahia","Vitória da Conquista"
"239","State of Bahia","Xique-Xique"
"240","State of Ceará",NA
"241","State of Ceará","Acarapé"
"242","State of Ceará","Acaraú"
"243","State of Ceará","Acopiara"
"244","State of Ceará","Amontada"
"245","State of Ceará","Aquiraz"
"246","State of Ceará","Aracati"
"247","State of Ceará","Aracoiaba"
"248","State of Ceará","Assaré"
"249","State of Ceará","Aurora"
"250","State of Ceará","Barbalha"
"251","State of Ceará","Barreira"
"252","State of Ceará","Barro"
"253","State of Ceará","Baturité"
"254","State of Ceará","Beberibe"
"255","State of Ceará","Bela Cruz"
"256","State of Ceará","Boa Viagem"
"257","State of Ceará","Brejo Santo"
"258","State of Ceará","Camocim"
"259","State of Ceará","Campos Sales"
"260","State of Ceará","Canindé"
"261","State of Ceará","Caririaçú"
"262","State of Ceará","Cascavel"
"263","State of Ceará","Caucaia"
"264","State of Ceará","Cedro"
"265","State of Ceará","Chorozinho"
"266","State of Ceará","Crateús"
"267","State of Ceará","Crato"
"268","State of Ceará","Cruz"
"269","State of Ceará","Eusébio"
"270","State of Ceará","Forquilha"
"271","State of Ceará","Fortaleza"
"272","State of Ceará","Fortim"
"273","State of Ceará","Frecheirinha"
"274","State of Ceará","Granja"
"275","State of Ceará","Guaiúba"
"276","State of Ceará","Guaraciaba do Norte"
"277","State of Ceará","Hidrolândia"
"278","State of Ceará","Horizonte"
"279","State of Ceará","Ibiapina"
"280","State of Ceará","Icapuí"
"281","State of Ceará","Icó"
"282","State of Ceará","Iguatu"
"283","State of Ceará","Independência"
"284","State of Ceará","Ipú"
"285","State of Ceará","Ipueiras"
"286","State of Ceará","Iracema, Ceará"
"287","State of Ceará","Irauçuba"
"288","State of Ceará","Itaitinga"
"289","State of Ceará","Itapagé"
"290","State of Ceará","Itapipoca"
"291","State of Ceará","Itarema"
"292","State of Ceará","Jaguaribe"
"293","State of Ceará","Jaguaruana"
"294","State of Ceará","Jardim"
"295","State of Ceará","Jijoca de Jericoacoara"
"296","State of Ceará","Juazeiro do Norte"
"297","State of Ceará","Jucás"
"298","State of Ceará","Lavras da Mangabeira"
"299","State of Ceará","Limoeiro do Norte"
"300","State of Ceará","Maracanaú"
"301","State of Ceará","Maranguape"
"302","State of Ceará","Marco"
"303","State of Ceará","Massapê"
"304","State of Ceará","Mauriti"
"305","State of Ceará","Milagres"
"306","State of Ceará","Missão Velha"
"307","State of Ceará","Mombaça"
"308","State of Ceará","Monsenhor Tabosa"
"309","State of Ceará","Morada Nova"
"310","State of Ceará","Morrinhos"
"311","State of Ceará","Nova Russas"
"312","State of Ceará","Novo Oriente"
"313","State of Ceará","Ocara"
"314","State of Ceará","Pacajús"
"315","State of Ceará","Pacatuba"
"316","State of Ceará","Paracuru"
"317","State of Ceará","Paraipaba"
"318","State of Ceará","Parambu"
"319","State of Ceará","Pedra Branca"
"320","State of Ceará","Pentecoste"
"321","State of Ceará","Pereiro"
"322","State of Ceará","Pindoretama"
"323","State of Ceará","Quixadá"
"324","State of Ceará","Quixeramobim"
"325","State of Ceará","Quixeré"
"326","State of Ceará","Redenção"
"327","State of Ceará","Reriutaba"
"328","State of Ceará","Russas"
"329","State of Ceará","Santa Quitéria"
"330","State of Ceará","Santana do Acaraú"
"331","State of Ceará","São Benedito"
"332","State of Ceará","São Gonçalo do Amarante"
"333","State of Ceará","Senador Pompeu"
"334","State of Ceará","Sobral"
"335","State of Ceará","Solonópole"
"336","State of Ceará","Tabuleiro do Norte"
"337","State of Ceará","Tamboril"
"338","State of Ceará","Tauá"
"339","State of Ceará","Tianguá"
"340","State of Ceará","Trairi"
"341","State of Ceará","Ubajara"
"342","State of Ceará","Uruburetama"
"343","State of Ceará","Varjota"
"344","State of Ceará","Várzea Alegre"
"345","State of Ceará","Viçosa do Ceará"
"346","State of Espírito Santo",NA
"347","State of Espírito Santo","Afonso Cláudio"
"348","State of Espírito Santo","Alegre"
"349","State of Espírito Santo","Alfredo Chaves"
"350","State of Espírito Santo","Anchieta"
"351","State of Espírito Santo","Aracruz"
"352","State of Espírito Santo","Atilio Vivácqua"
"353","State of Espírito Santo","Baixo Guandu"
"354","State of Espírito Santo","Barra de São Francisco"
"355","State of Espírito Santo","Boa Esperança"
"356","State of Espírito Santo","Bom Jesus do Norte"
"357","State of Espírito Santo","Cachoeiro de Itapemirim"
"358","State of Espírito Santo","Cariacica"
"359","State of Espírito Santo","Castelo"
"360","State of Espírito Santo","Colatina"
"361","State of Espírito Santo","Conceição da Barra"
"362","State of Espírito Santo","Conceição do Castelo"
"363","State of Espírito Santo","Domingos Martins"
"364","State of Espírito Santo","Ecoporanga"
"365","State of Espírito Santo","Fundão"
"366","State of Espírito Santo","Guaçuí"
"367","State of Espírito Santo","Guarapari"
"368","State of Espírito Santo","Ibatiba"
"369","State of Espírito Santo","Ibiraçu"
"370","State of Espírito Santo","Iconha"
"371","State of Espírito Santo","Itaguaçu"
"372","State of Espírito Santo","Itapemirim"
"373","State of Espírito Santo","Iúna"
"374","State of Espírito Santo","Jaguaré"
"375","State of Espírito Santo","João Neiva"
"376","State of Espírito Santo","Linhares"
"377","State of Espírito Santo","Marataízes"
"378","State of Espírito Santo","Marechal Floriano"
"379","State of Espírito Santo","Marilândia"
"380","State of Espírito Santo","Mimoso do Sul"
"381","State of Espírito Santo","Montanha"
"382","State of Espírito Santo","Muniz Freire"
"383","State of Espírito Santo","Muqui"
"384","State of Espírito Santo","Nova Venécia"
"385","State of Espírito Santo","Pancas"
"386","State of Espírito Santo","Pedro Canário"
"387","State of Espírito Santo","Pinheiros"
"388","State of Espírito Santo","Piúma"
"389","State of Espírito Santo","Presidente Kennedy"
"390","State of Espírito Santo","Rio Bananal"
"391","State of Espírito Santo","Rio Novo do Sul"
"392","State of Espírito Santo","Santa Leopoldina"
"393","State of Espírito Santo","Santa Maria de Jetibá"
"394","State of Espírito Santo","Santa Teresa"
"395","State of Espírito Santo","São Gabriel da Palha"
"396","State of Espírito Santo","São Mateus"
"397","State of Espírito Santo","São Roque do Canaã"
"398","State of Espírito Santo","Serra"
"399","State of Espírito Santo","Sooretama"
"400","State of Espírito Santo","Vargem Alta"
"401","State of Espírito Santo","Venda Nova do Imigrante"
"402","State of Espírito Santo","Viana"
"403","State of Espírito Santo","Vila Valério"
"404","State of Espírito Santo","Vila Velha"
"405","State of Espírito Santo","Vitória"
"406","State of Goiás",NA
"407","State of Goiás","Abadia de Goiás"
"408","State of Goiás","Abadiânia"
"409","State of Goiás","Acreúna"
"410","State of Goiás","Águas Lindas de Goiás"
"411","State of Goiás","Alexânia"
"412","State of Goiás","Alto Paraíso de Goiás"
"413","State of Goiás","Anápolis"
"414","State of Goiás","Anicuns"
"415","State of Goiás","Aparecida de Goiânia"
"416","State of Goiás","Aragarças"
"417","State of Goiás","Aragoiânia"
"418","State of Goiás","Bela Vista de Goiás"
"419","State of Goiás","Bom Jesus de Goiás"
"420","State of Goiás","Bonfinópolis"
"421","State of Goiás","Buriti Alegre"
"422","State of Goiás","Cachoeira Alta"
"423","State of Goiás","Caçu"
"424","State of Goiás","Caiapônia"
"425","State of Goiás","Caldas Novas"
"426","State of Goiás","Campinorte"
"427","State of Goiás","Campos Belos"
"428","State of Goiás","Catalão"
"429","State of Goiás","Cavalcante"
"430","State of Goiás","Ceres"
"431","State of Goiás","Chapadão do Céu"
"432","State of Goiás","Cidade Ocidental"
"433","State of Goiás","Cocalzinho de Goiás"
"434","State of Goiás","Corumbaíba"
"435","State of Goiás","Cristalina"
"436","State of Goiás","Crixás"
"437","State of Goiás","Edéia"
"438","State of Goiás","Formosa"
"439","State of Goiás","Goianápolis"
"440","State of Goiás","Goianésia"
"441","State of Goiás","Goiânia"
"442","State of Goiás","Goianira"
"443","State of Goiás","Goiás"
"444","State of Goiás","Goiatuba"
"445","State of Goiás","Guapó"
"446","State of Goiás","Hidrolândia"
"447","State of Goiás","Indiara"
"448","State of Goiás","Inhumas"
"449","State of Goiás","Ipameri"
"450","State of Goiás","Iporá"
"451","State of Goiás","Itaberaí"
"452","State of Goiás","Itapaci"
"453","State of Goiás","Itapuranga"
"454","State of Goiás","Itumbiara"
"455","State of Goiás","Jaraguá"
"456","State of Goiás","Jataí"
"457","State of Goiás","Jussara"
"458","State of Goiás","Luziânia"
"459","State of Goiás","Minaçu"
"460","State of Goiás","Mineiros"
"461","State of Goiás","Montividiu"
"462","State of Goiás","Morrinhos"
"463","State of Goiás","Mozarlândia"
"464","State of Goiás","Nerópolis"
"465","State of Goiás","Niquelândia"
"466","State of Goiás","Nova Veneza"
"467","State of Goiás","Novo Gama"
"468","State of Goiás","Orizona"
"469","State of Goiás","Ouvidor"
"470","State of Goiás","Padre Bernardo"
"471","State of Goiás","Palmeiras de Goiás"
"472","State of Goiás","Paraúna"
"473","State of Goiás","Piracanjuba"
"474","State of Goiás","Piranhas"
"475","State of Goiás","Pirenópolis"
"476","State of Goiás","Pires do Rio"
"477","State of Goiás","Planaltina"
"478","State of Goiás","Pontalina"
"479","State of Goiás","Porangatu"
"480","State of Goiás","Posse"
"481","State of Goiás","Quirinópolis"
"482","State of Goiás","Rialma"
"483","State of Goiás","Rio Verde"
"484","State of Goiás","Rubiataba"
"485","State of Goiás","Sanclerlândia"
"486","State of Goiás","Santa Helena de Goiás"
"487","State of Goiás","Santo Antônio de Goiás"
"488","State of Goiás","Santo Antônio do Descoberto"
"489","State of Goiás","São Luís de Montes Belos"
"490","State of Goiás","São Miguel do Araguaia"
"491","State of Goiás","São Simão"
"492","State of Goiás","Senador Canedo"
"493","State of Goiás","Silvânia"
"494","State of Goiás","Trindade"
"495","State of Goiás","Uruaçu"
"496","State of Goiás","Valparaíso de Goiás"
"497","State of Goiás","Vianópolis"
"498","State of Maranhão",NA
"499","State of Maranhão","Açailândia"
"500","State of Maranhão","Alcântara"
"501","State of Maranhão","Amarante do Maranhão"
"502","State of Maranhão","Bacabal"
"503","State of Maranhão","Balsas"
"504","State of Maranhão","Barão de Grajaú"
"505","State of Maranhão","Barra do Corda"
"506","State of Maranhão","Barreirinhas"
"507","State of Maranhão","Bom Jardim"
"508","State of Maranhão","Buriticupu"
"509","State of Maranhão","Carolina"
"510","State of Maranhão","Caxias"
"511","State of Maranhão","Chapadinha"
"512","State of Maranhão","Codó"
"513","State of Maranhão","Coelho Neto"
"514","State of Maranhão","Colinas"
"515","State of Maranhão","Coroatá"
"516","State of Maranhão","Davinópolis"
"517","State of Maranhão","Dom Pedro, Maranhão"
"518","State of Maranhão","Estreito"
"519","State of Maranhão","Governador Edison Lobão"
"520","State of Maranhão","Grajaú"
"521","State of Maranhão","Imperatriz"
"522","State of Maranhão","Itapecuru Mirim"
"523","State of Maranhão","Itinga do Maranhão"
"524","State of Maranhão","João Lisboa"
"525","State of Maranhão","Lago da Pedra"
"526","State of Maranhão","Miranda do Norte"
"527","State of Maranhão","Paço do Lumiar"
"528","State of Maranhão","Pedreiras"
"529","State of Maranhão","Pindaré-Mirim"
"530","State of Maranhão","Pinheiro"
"531","State of Maranhão","Porto Franco"
"532","State of Maranhão","Presidente Dutra"
"533","State of Maranhão","Raposa"
"534","State of Maranhão","Rosário"
"535","State of Maranhão","Santa Inês"
"536","State of Maranhão","Santa Luzia"
"537","State of Maranhão","Santa Rita"
"538","State of Maranhão","São Domingos do Maranhão"
"539","State of Maranhão","São João dos Patos"
"540","State of Maranhão","São José de Ribamar"
"541","State of Maranhão","São Luís"
"542","State of Maranhão","São Mateus do Maranhão"
"543","State of Maranhão","São Raimundo das Mangabeiras"
"544","State of Maranhão","Timon"
"545","State of Maranhão","Trizidela do Vale"
"546","State of Maranhão","Tuntum"
"547","State of Maranhão","Tutóia"
"548","State of Maranhão","Vargem Grande"
"549","State of Maranhão","Viana"
"550","State of Maranhão","Vitória do Mearim"
"551","State of Maranhão","Vitorino Freire"
"552","State of Maranhão","Zé Doca"
"553","State of Mato Grosso",NA
"554","State of Mato Grosso","Água Boa"
"555","State of Mato Grosso","Alta Floresta"
"556","State of Mato Grosso","Alto Araguaia"
"557","State of Mato Grosso","Alto Garças"
"558","State of Mato Grosso","Alto Taquari"
"559","State of Mato Grosso","Araputanga"
"560","State of Mato Grosso","Arenápolis"
"561","State of Mato Grosso","Aripuanã"
"562","State of Mato Grosso","Barra do Bugres"
"563","State of Mato Grosso","Barra do Garças"
"564","State of Mato Grosso","Brasnorte"
"565","State of Mato Grosso","Cáceres"
"566","State of Mato Grosso","Campo Novo do Parecis"
"567","State of Mato Grosso","Campo Verde"
"568","State of Mato Grosso","Campos de Júlio"
"569","State of Mato Grosso","Canarana"
"570","State of Mato Grosso","Chapada dos Guimarães"
"571","State of Mato Grosso","Colíder"
"572","State of Mato Grosso","Colniza"
"573","State of Mato Grosso","Comodoro"
"574","State of Mato Grosso","Confresa"
"575","State of Mato Grosso","Cuiabá"
"576","State of Mato Grosso","Diamantino"
"577","State of Mato Grosso","Guaranta do Norte"
"578","State of Mato Grosso","Itiquira"
"579","State of Mato Grosso","Jaciara"
"580","State of Mato Grosso","Juara"
"581","State of Mato Grosso","Juína"
"582","State of Mato Grosso","Lucas do Rio Verde"
"583","State of Mato Grosso","Matupá"
"584","State of Mato Grosso","Mirassol d'Oeste"
"585","State of Mato Grosso","Nobres"
"586","State of Mato Grosso","Nova Mutum"
"587","State of Mato Grosso","Nova Olímpia"
"588","State of Mato Grosso","Nova Xavantina"
"589","State of Mato Grosso","Paranatinga"
"590","State of Mato Grosso","Pedra Preta"
"591","State of Mato Grosso","Peixoto de Azevedo"
"592","State of Mato Grosso","Poconé"
"593","State of Mato Grosso","Pontal do Araguaia"
"594","State of Mato Grosso","Pontes e Lacerda"
"595","State of Mato Grosso","Poxoréo"
"596","State of Mato Grosso","Primavera do Leste"
"597","State of Mato Grosso","Querência"
"598","State of Mato Grosso","Rondonópolis"
"599","State of Mato Grosso","Santo Antônio do Leverger"
"600","State of Mato Grosso","São José do Rio Claro"
"601","State of Mato Grosso","São José dos Quatro Marcos"
"602","State of Mato Grosso","Sapezal"
"603","State of Mato Grosso","Sinop"
"604","State of Mato Grosso","Sorriso"
"605","State of Mato Grosso","Tangará da Serra"
"606","State of Mato Grosso","Tapurah"
"607","State of Mato Grosso","Várzea Grande"
"608","State of Mato Grosso","Vila Rica"
"609","State of Mato Grosso do Sul",NA
"610","State of Mato Grosso do Sul","Água Clara"
"611","State of Mato Grosso do Sul","Amambai"
"612","State of Mato Grosso do Sul","Anastácio"
"613","State of Mato Grosso do Sul","Angélica"
"614","State of Mato Grosso do Sul","Aparecida do Taboado"
"615","State of Mato Grosso do Sul","Aquidauana"
"616","State of Mato Grosso do Sul","Bataguassu"
"617","State of Mato Grosso do Sul","Batayporã"
"618","State of Mato Grosso do Sul","Bela Vista"
"619","State of Mato Grosso do Sul","Bonito"
"620","State of Mato Grosso do Sul","Brasilândia"
"621","State of Mato Grosso do Sul","Caarapó"
"622","State of Mato Grosso do Sul","Camapuã"
"623","State of Mato Grosso do Sul","Campo Grande"
"624","State of Mato Grosso do Sul","Cassilândia"
"625","State of Mato Grosso do Sul","Chapadão do Sul"
"626","State of Mato Grosso do Sul","Corumbá"
"627","State of Mato Grosso do Sul","Costa Rica"
"628","State of Mato Grosso do Sul","Coxim"
"629","State of Mato Grosso do Sul","Deodápolis"
"630","State of Mato Grosso do Sul","Dourados"
"631","State of Mato Grosso do Sul","Eldorado"
"632","State of Mato Grosso do Sul","Fátima do Sul"
"633","State of Mato Grosso do Sul","Glória de Dourados"
"634","State of Mato Grosso do Sul","Guia Lopes da Laguna"
"635","State of Mato Grosso do Sul","Iguatemi"
"636","State of Mato Grosso do Sul","Itaporã"
"637","State of Mato Grosso do Sul","Itaquiraí"
"638","State of Mato Grosso do Sul","Ivinhema"
"639","State of Mato Grosso do Sul","Jardim"
"640","State of Mato Grosso do Sul","Ladário"
"641","State of Mato Grosso do Sul","Maracaju"
"642","State of Mato Grosso do Sul","Miranda"
"643","State of Mato Grosso do Sul","Mundo Novo"
"644","State of Mato Grosso do Sul","Naviraí"
"645","State of Mato Grosso do Sul","Nova Alvorada do Sul"
"646","State of Mato Grosso do Sul","Nova Andradina"
"647","State of Mato Grosso do Sul","Paranaíba"
"648","State of Mato Grosso do Sul","Ponta Porã"
"649","State of Mato Grosso do Sul","Porto Murtinho"
"650","State of Mato Grosso do Sul","Ribas do Rio Pardo"
"651","State of Mato Grosso do Sul","Rio Brilhante"
"652","State of Mato Grosso do Sul","Rio Verde de Mato Grosso"
"653","State of Mato Grosso do Sul","São Gabriel do Oeste"
"654","State of Mato Grosso do Sul","Sidrolândia"
"655","State of Mato Grosso do Sul","Sonora"
"656","State of Mato Grosso do Sul","Terenos"
"657","State of Mato Grosso do Sul","Três Lagoas"
"658","State of Minas Gerais",NA
"659","State of Minas Gerais","Abaeté"
"660","State of Minas Gerais","Águas Formosas"
"661","State of Minas Gerais","Aimorés"
"662","State of Minas Gerais","Além Paraíba"
"663","State of Minas Gerais","Alfenas"
"664","State of Minas Gerais","Almenara"
"665","State of Minas Gerais","Alpinópolis"
"666","State of Minas Gerais","Alterosa"
"667","State of Minas Gerais","Alvinópolis"
"668","State of Minas Gerais","Andradas"
"669","State of Minas Gerais","Antônio Carlos"
"670","State of Minas Gerais","Araçuaí"
"671","State of Minas Gerais","Araguari"
"672","State of Minas Gerais","Araporã"
"673","State of Minas Gerais","Araxá"
"674","State of Minas Gerais","Arceburgo"
"675","State of Minas Gerais","Arcos"
"676","State of Minas Gerais","Areado"
"677","State of Minas Gerais","Arinos"
"678","State of Minas Gerais","Astolfo Dutra"
"679","State of Minas Gerais","Baependi"
"680","State of Minas Gerais","Bambuí"
"681","State of Minas Gerais","Barão de Cocais"
"682","State of Minas Gerais","Barbacena"
"683","State of Minas Gerais","Barroso"
"684","State of Minas Gerais","Belo Horizonte"
"685","State of Minas Gerais","Belo Oriente"
"686","State of Minas Gerais","Betim"
"687","State of Minas Gerais","Bicas"
"688","State of Minas Gerais","Boa Esperança"
"689","State of Minas Gerais","Bocaiúva"
"690","State of Minas Gerais","Bom Despacho"
"691","State of Minas Gerais","Bom Repouso"
"692","State of Minas Gerais","Bom Sucesso, Minas Gerais"
"693","State of Minas Gerais","Borda da Mata"
"694","State of Minas Gerais","Botelhos"
"695","State of Minas Gerais","Brasilândia de Minas"
"696","State of Minas Gerais","Brasília de Minas"
"697","State of Minas Gerais","Brasópolis"
"698","State of Minas Gerais","Brumadinho"
"699","State of Minas Gerais","Buritis"
"700","State of Minas Gerais","Buritizeiro"
"701","State of Minas Gerais","Cachoeira de Minas"
"702","State of Minas Gerais","Caetanópolis"
"703","State of Minas Gerais","Caeté"
"704","State of Minas Gerais","Caldas"
"705","State of Minas Gerais","Camanducaia"
"706","State of Minas Gerais","Cambuí"
"707","State of Minas Gerais","Cambuquira"
"708","State of Minas Gerais","Campanha"
"709","State of Minas Gerais","Campestre"
"710","State of Minas Gerais","Campina Verde"
"711","State of Minas Gerais","Campo Belo"
"712","State of Minas Gerais","Campos Altos"
"713","State of Minas Gerais","Campos Gerais"
"714","State of Minas Gerais","Canápolis"
